Sample in Buffer,Sample in Window,TRIGGER,TX_Data_Pipelined[63:0],TX_Info_Pipelined[4:0],RX_Data[63:0],RX_Info[4:0]
1976,1976,0,00000003e4aa6ec8,1c,00000003e4aa6ec8,00
1977,1977,0,00000003e4aa6ec9,1c,00000003e4aa6ec9,00
1978,1978,0,00000003e4aa6eca,1c,00000003e4aa6eca,00
1979,1979,0,00000003e4aa6ecb,1c,00000003e4aa6ecb,00
1980,1980,0,00000003e4aa6ecc,1c,00000003e4aa6ecc,00
1981,1981,0,00000003e4aa6ecd,1c,00000003e4aa6ecd,00
1982,1982,0,00000003e4aa6ece,1c,00000003e4aa6ece,00
1983,1983,0,00000003e4aa6ecf,1c,00000003e4aa6ecf,00
1984,1984,0,00000003e4aa6ed0,1e,00000003e4aa6ed0,0f
1985,1985,0,00000003e4aa6ed1,1d,00000003e4aa6ed1,10
1986,1986,0,00000003e4aa6ed2,1c,00000003e4aa6ed2,00
1987,1987,0,00000003e4aa6ed3,1c,00000003e4aa6ed3,00
1988,1988,0,00000003e4aa6ed4,1c,00000003e4aa6ed4,00
1989,1989,0,00000003e4aa6ed5,1c,00000003e4aa6ed5,00
1990,1990,0,00000003e4aa6ed6,1c,00000003e4aa6ed6,00
1991,1991,0,00000003e4aa6ed7,1c,00000003e4aa6ed7,00
1992,1992,0,00000003e4aa6ed8,1c,00000003e4aa6ed8,00
1993,1993,0,00000003e4aa6ed9,1c,00000003e4aa6ed9,00
1994,1994,0,00000003e4aa6eda,1c,00000003e4aa6eda,00
1995,1995,0,00000003e4aa6edb,1c,00000003e4aa6edb,00
1996,1996,0,00000003e4aa6edc,1c,00000003e4aa6edc,00
1997,1997,0,00000003e4aa6edd,1c,00000003e4aa6edd,00
1998,1998,0,00000003e4aa6ede,1c,00000003e4aa6ede,00
1999,1999,0,00000003e4aa6edf,1c,00000003e4aa6edf,00
2000,2000,0,00000003e4aa6ee0,1e,00000003e4aa6ee0,00
2001,2001,0,00000003e4aa6ee1,1d,00000003e4aa6ee1,10
2002,2002,0,00000003e4aa6ee2,1c,00000003e4aa6ee2,00
2003,2003,0,00000003e4aa6ee3,1c,00000003e4aa6ee3,00
2004,2004,0,00000003e4aa6ee4,1c,00000003e4aa6ee4,00
2005,2005,0,00000003e4aa6ee5,1c,00000003e4aa6ee5,00
2006,2006,0,00000003e4aa6ee6,1c,00000003e4aa6ee6,00
2007,2007,0,00000003e4aa6ee7,1c,00000003e4aa6ee7,00
2008,2008,0,00000003e4aa6ee8,1c,00000003e4aa6ee8,00
2009,2009,0,00000003e4aa6ee9,1c,00000003e4aa6ee9,00
2010,2010,0,00000003e4aa6eea,1c,00000003e4aa6eea,00
2011,2011,0,00000003e4aa6eeb,1c,00000003e4aa6eeb,00
2012,2012,0,00000003e4aa6eec,1c,00000003e4aa6eec,00
2013,2013,0,00000003e4aa6eed,1c,00000003e4aa6eed,00
2014,2014,0,00000003e4aa6eee,1c,00000003e4aa6eee,00
2015,2015,0,00000003e4aa6eef,1c,00000003e4aa6eef,00
2016,2016,0,00000003e4aa6ef0,1e,00000003e4aa6ef0,00
2017,2017,0,00000003e4aa6ef1,1d,00000003e4aa6ef1,00
2018,2018,0,00000003e4aa6ef2,1c,00000003e4aa6ef2,00
2019,2019,0,00000003e4aa6ef3,1c,00000003e4aa6ef3,00
2020,2020,0,00000003e4aa6ef4,1c,00000003e4aa6ef4,00
2021,2021,0,00000003e4aa6ef5,1c,00000003e4aa6ef5,00
2022,2022,0,00000003e4aa6ef6,1c,00000003e4aa6ef6,00
2023,2023,0,00000003e4aa6ef7,1c,00000003e4aa6ef7,00
2024,2024,0,00000003e4aa6ef8,1c,00000003e4aa6ef8,00
2025,2025,0,00000003e4aa6ef9,1c,00000003e4aa6ef9,00
2026,2026,0,00000003e4aa6efa,1c,00000003e4aa6efa,00
2027,2027,0,00000003e4aa6efb,1c,00000003e4aa6efb,00
2028,2028,0,00000003e4aa6efc,1c,00000003e4aa6efc,00
2029,2029,0,00000003e4aa6efd,1c,00000003e4aa6efd,00
2030,2030,0,00000003e4aa6efe,1c,00000003e4aa6efe,00
2031,2031,0,00000003e4aa6eff,1c,00000003e4aa6eff,00
2032,2032,0,00000003e4aa6f00,1e,00000003e4aa6f00,0f
2033,2033,0,00000003e4aa6f01,1d,00000003e4aa6f01,10
2034,2034,0,00000003e4aa6f02,1c,00000003e4aa6f02,00
2035,2035,0,00000003e4aa6f03,1c,00000003e4aa6f03,00
2036,2036,0,00000003e4aa6f04,1c,00000003e4aa6f04,00
2037,2037,0,00000003e4aa6f05,1c,00000003e4aa6f05,00
2038,2038,0,00000003e4aa6f06,1c,00000003e4aa6f06,00
2039,2039,0,00000003e4aa6f07,1c,00000003e4aa6f07,00
2040,2040,0,00000003e4aa6f08,1c,00000003e4aa6f08,00
2041,2041,0,00000003e4aa6f09,1c,00000003e4aa6f09,00
2042,2042,0,00000003e4aa6f0a,1c,00000003e4aa6f0a,00
2043,2043,0,00000003e4aa6f0b,1c,00000003e4aa6f0b,00
2044,2044,0,00000003e4aa6f0c,1c,00000003e4aa6f0c,00
2045,2045,0,00000003e4aa6f0d,1c,00000003e4aa6f0d,00
2046,2046,0,00000003e4aa6f0e,1c,00000003e4aa6f0e,00
2047,2047,0,00000003e4aa6f0f,1c,00000003e4aa6f0f,00
2048,2048,0,00000003e4aa6f10,1e,00000003e4aa6f10,0f
2049,2049,0,00000003e4aa6f11,1d,00000003e4aa6f11,10
2050,2050,0,00000003e4aa6f12,1c,00000003e4aa6f12,00
2051,2051,0,00000003e4aa6f13,1c,00000003e4aa6f13,00
2052,2052,0,00000003e4aa6f14,1c,00000003e4aa6f14,00
2053,2053,0,00000003e4aa6f15,1c,00000003e4aa6f15,00
2054,2054,0,00000003e4aa6f16,1c,00000003e4aa6f16,00
2055,2055,0,00000003e4aa6f17,1c,00000003e4aa6f17,00
2056,2056,0,00000003e4aa6f18,1c,00000003e4aa6f18,00
2057,2057,0,00000003e4aa6f19,1c,00000003e4aa6f19,00
2058,2058,0,00000003e4aa6f1a,1c,00000003e4aa6f1a,00
2059,2059,0,00000003e4aa6f1b,1c,00000003e4aa6f1b,00
2060,2060,0,00000003e4aa6f1c,1c,00000003e4aa6f1c,00
2061,2061,0,00000003e4aa6f1d,1c,00000003e4aa6f1d,00
2062,2062,0,00000003e4aa6f1e,1c,00000003e4aa6f1e,00
2063,2063,0,00000003e4aa6f1f,1c,00000003e4aa6f1f,00
2064,2064,0,00000003e4aa6f20,1e,00000003e4aa6f20,0f
2065,2065,0,00000003e4aa6f21,1d,00000003e4aa6f21,10
2066,2066,0,00000003e4aa6f22,1c,00000003e4aa6f22,00
2067,2067,0,00000003e4aa6f23,1c,00000003e4aa6f23,00
2068,2068,0,00000003e4aa6f24,1c,00000003e4aa6f24,00
2069,2069,0,00000003e4aa6f25,1c,00000003e4aa6f25,00
2070,2070,0,00000003e4aa6f26,1c,00000003e4aa6f26,00
2071,2071,0,00000003e4aa6f27,1c,00000003e4aa6f27,00
2072,2072,0,00000003e4aa6f28,1c,00000003e4aa6f28,00
2073,2073,0,00000003e4aa6f29,1c,00000003e4aa6f29,00
2074,2074,0,00000003e4aa6f2a,1c,00000003e4aa6f2a,00
2075,2075,0,00000003e4aa6f2b,1c,00000003e4aa6f2b,00
2076,2076,0,00000003e4aa6f2c,1c,00000003e4aa6f2c,00
2077,2077,0,00000003e4aa6f2d,1c,00000003e4aa6f2d,00
2078,2078,0,00000003e4aa6f2e,1c,00000003e4aa6f2e,00
2079,2079,0,00000003e4aa6f2f,1c,00000003e4aa6f2f,00
2080,2080,0,00000003e4aa6f30,1e,00000003e4aa6f30,0f
2081,2081,0,00000003e4aa6f31,1d,00000003e4aa6f31,10
2082,2082,0,00000003e4aa6f32,1c,00000003e4aa6f32,00
2083,2083,0,00000003e4aa6f33,1c,00000003e4aa6f33,00
2084,2084,0,00000003e4aa6f34,1c,00000003e4aa6f34,00
2085,2085,0,00000003e4aa6f35,1c,00000003e4aa6f35,00
2086,2086,0,00000003e4aa6f36,1c,00000003e4aa6f36,00
2087,2087,0,00000003e4aa6f37,1c,00000003e4aa6f37,00
2088,2088,0,00000003e4aa6f38,1c,00000003e4aa6f38,00
2089,2089,0,00000003e4aa6f39,1c,00000003e4aa6f39,00
2090,2090,0,00000003e4aa6f3a,1c,00000003e4aa6f3a,00
2091,2091,0,00000003e4aa6f3b,1c,00000003e4aa6f3b,00
2092,2092,0,00000003e4aa6f3c,1c,00000003e4aa6f3c,00
2093,2093,0,00000003e4aa6f3d,1c,00000003e4aa6f3d,00
2094,2094,0,00000003e4aa6f3e,1c,00000003e4aa6f3e,00
2095,2095,0,00000003e4aa6f3f,1c,00000003e4aa6f3f,00
2096,2096,0,00000003e4aa6f40,1e,00000003e4aa6f40,0f
2097,2097,0,00000003e4aa6f41,1d,00000003e4aa6f40,0f
2098,2098,0,00000003e4aa6f42,1c,00000003e4aa6f40,0f
2099,2099,0,00000003e4aa6f43,1c,00000003e4aa6f40,0f
2100,2100,0,00000003e4aa6f44,1c,00000003e4aa6f40,0f
2101,2101,0,00000003e4aa6f45,1c,00000003e4aa6f40,0f
2102,2102,0,00000003e4aa6f46,1c,00000003e4aa6f40,0f
2103,2103,0,00000003e4aa6f47,1c,00000003e4aa6f40,0f
2104,2104,0,00000003e4aa6f48,1c,00000003e4aa6f40,0f
2105,2105,0,00000003e4aa6f49,1c,00000003e4aa6f40,0f
2106,2106,0,00000003e4aa6f4a,1c,00000003e4aa6f40,0f
2107,2107,0,00000003e4aa6f4b,1c,00000003e4aa6f40,0f
2108,2108,0,00000003e4aa6f4c,1c,00000003e4aa6f40,0f
2109,2109,0,00000003e4aa6f4d,1c,00000003e4aa6f40,0f
2110,2110,0,00000003e4aa6f4e,1c,00000003e4aa6f40,0f
2111,2111,0,00000003e4aa6f4f,1c,00000003e4aa6f40,0f
2112,2112,0,00000003e4aa6f50,1e,00000003e4aa6f40,0f
2113,2113,0,00000003e4aa6f51,1d,00000003e4aa6f51,10
2114,2114,0,00000003e4aa6f52,1c,00000003e4aa6f52,00
2115,2115,0,00000003e4aa6f53,1c,00000003e4aa6f53,00
2116,2116,0,00000003e4aa6f54,1c,00000003e4aa6f54,00
2117,2117,0,00000003e4aa6f55,1c,00000003e4aa6f55,00
2118,2118,0,00000003e4aa6f56,1c,00000003e4aa6f56,00
2119,2119,0,00000003e4aa6f57,1c,00000003e4aa6f57,00
2120,2120,0,00000003e4aa6f58,1c,00000003e4aa6f58,00
2121,2121,0,00000003e4aa6f59,1c,00000003e4aa6f59,00
2122,2122,0,00000003e4aa6f5a,1c,00000003e4aa6f5a,00
2123,2123,0,00000003e4aa6f5b,1c,00000003e4aa6f5b,00
2124,2124,0,00000003e4aa6f5c,1c,00000003e4aa6f5c,00
2125,2125,0,00000003e4aa6f5d,1c,00000003e4aa6f5d,00
2126,2126,0,00000003e4aa6f5e,1c,00000003e4aa6f5e,00
2127,2127,0,00000003e4aa6f5f,1c,00000003e4aa6f5f,00
2128,2128,0,00000003e4aa6f60,1e,00000003e4aa6f60,0f
2129,2129,0,00000003e4aa6f61,1d,00000003e4aa6f61,10
2130,2130,0,00000003e4aa6f62,1c,00000003e4aa6f62,00
2131,2131,0,00000003e4aa6f63,1c,00000003e4aa6f63,00
2132,2132,0,00000003e4aa6f64,1c,00000003e4aa6f64,00
2133,2133,0,00000003e4aa6f65,1c,00000003e4aa6f65,00
2134,2134,0,00000003e4aa6f66,1c,00000003e4aa6f66,00
2135,2135,0,00000003e4aa6f67,1c,00000003e4aa6f67,00
2136,2136,0,00000003e4aa6f68,1c,00000003e4aa6f68,00
2137,2137,0,00000003e4aa6f69,1c,00000003e4aa6f69,00
2138,2138,0,00000003e4aa6f6a,1c,00000003e4aa6f6a,00
2139,2139,0,00000003e4aa6f6b,1c,00000003e4aa6f6b,00
2140,2140,0,00000003e4aa6f6c,1c,00000003e4aa6f6c,00
2141,2141,0,00000003e4aa6f6d,1c,00000003e4aa6f6d,00
2142,2142,0,00000003e4aa6f6e,1c,00000003e4aa6f6e,00
2143,2143,0,00000003e4aa6f6f,1c,00000003e4aa6f6f,00
2144,2144,0,00000003e4aa6f70,1e,00000003e4aa6f70,0f
2145,2145,0,00000003e4aa6f71,1d,00000003e4aa6f71,10
2146,2146,0,00000003e4aa6f72,1c,00000003e4aa6f72,00
2147,2147,0,00000003e4aa6f73,1c,00000003e4aa6f73,00
2148,2148,0,00000003e4aa6f74,1c,00000003e4aa6f74,00
2149,2149,0,00000003e4aa6f75,1c,00000003e4aa6f75,00
2150,2150,0,00000003e4aa6f76,1c,00000003e4aa6f76,00
2151,2151,0,00000003e4aa6f77,1c,00000003e4aa6f77,00
2152,2152,0,00000003e4aa6f78,1c,00000003e4aa6f78,00
2153,2153,0,00000003e4aa6f79,1c,00000003e4aa6f79,00
2154,2154,0,00000003e4aa6f7a,1c,00000003e4aa6f7a,00
2155,2155,0,00000003e4aa6f7b,1c,00000003e4aa6f7b,00
2156,2156,0,00000003e4aa6f7c,1c,00000003e4aa6f7c,00
2157,2157,0,00000003e4aa6f7d,1c,00000003e4aa6f7d,00
2158,2158,0,00000003e4aa6f7e,1c,00000003e4aa6f7e,00
2159,2159,0,00000003e4aa6f7f,1c,00000003e4aa6f7f,00
2160,2160,0,00000003e4aa6f80,1e,00000003e4aa6f80,0f
2161,2161,0,00000003e4aa6f81,1d,00000003e4aa6f81,10
2162,2162,0,00000003e4aa6f82,1c,00000003e4aa6f82,00
2163,2163,0,00000003e4aa6f83,1c,00000003e4aa6f83,00
2164,2164,0,00000003e4aa6f84,1c,00000003e4aa6f84,00
2165,2165,0,00000003e4aa6f85,1c,00000003e4aa6f85,00
2166,2166,0,00000003e4aa6f86,1c,00000003e4aa6f86,00
2167,2167,0,00000003e4aa6f87,1c,00000003e4aa6f87,00
2168,2168,0,00000003e4aa6f88,1c,00000003e4aa6f88,00
2169,2169,0,00000003e4aa6f89,1c,00000003e4aa6f89,00
2170,2170,0,00000003e4aa6f8a,1c,00000003e4aa6f8a,00
2171,2171,0,00000003e4aa6f8b,1c,00000003e4aa6f8b,00
2172,2172,0,00000003e4aa6f8c,1c,00000003e4aa6f8c,00
2173,2173,0,00000003e4aa6f8d,1c,00000003e4aa6f8d,00
2174,2174,0,00000003e4aa6f8e,1c,00000003e4aa6f8e,00
2175,2175,0,00000003e4aa6f8f,1c,00000003e4aa6f8f,00
2176,2176,0,00000003e4aa6f90,1e,00000003e4aa6f90,0f
2177,2177,0,00000003e4aa6f91,1d,00000003e4aa6f91,10
2178,2178,0,00000003e4aa6f92,1c,00000003e4aa6f92,00
2179,2179,0,00000003e4aa6f93,1c,00000003e4aa6f93,00
2180,2180,0,00000003e4aa6f94,1c,00000003e4aa6f94,00
2181,2181,0,00000003e4aa6f95,1c,00000003e4aa6f95,00
2182,2182,0,00000003e4aa6f96,1c,00000003e4aa6f96,00
2183,2183,0,00000003e4aa6f97,1c,00000003e4aa6f97,00
2184,2184,0,00000003e4aa6f98,1c,00000003e4aa6f98,00
2185,2185,0,00000003e4aa6f99,1c,00000003e4aa6f99,00
2186,2186,0,00000003e4aa6f9a,1c,00000003e4aa6f9a,00
2187,2187,0,00000003e4aa6f9b,1c,00000003e4aa6f9b,00
2188,2188,0,00000003e4aa6f9c,1c,00000003e4aa6f9c,00
2189,2189,0,00000003e4aa6f9d,1c,00000003e4aa6f9d,00
2190,2190,0,00000003e4aa6f9e,1c,00000003e4aa6f9e,00
2191,2191,0,00000003e4aa6f9f,1c,00000003e4aa6f9f,00
2192,2192,0,00000003e4aa6fa0,1e,00000003e4aa6fa0,00
2193,2193,0,00000003e4aa6fa1,1d,00000003e4aa6fa1,10
2194,2194,0,00000003e4aa6fa2,1c,00000003e4aa6fa2,00
2195,2195,0,00000003e4aa6fa3,1c,00000003e4aa6fa3,00
2196,2196,0,00000003e4aa6fa4,1c,00000003e4aa6fa4,00
2197,2197,0,00000003e4aa6fa5,1c,00000003e4aa6fa5,00
2198,2198,0,00000003e4aa6fa6,1c,00000003e4aa6fa6,00
2199,2199,0,00000003e4aa6fa7,1c,00000003e4aa6fa7,00
2200,2200,0,00000003e4aa6fa8,1c,00000003e4aa6fa8,00
2201,2201,0,00000003e4aa6fa9,1c,00000003e4aa6fa9,00
2202,2202,0,00000003e4aa6faa,1c,00000003e4aa6faa,00
2203,2203,0,00000003e4aa6fab,1c,00000003e4aa6fab,00
2204,2204,0,00000003e4aa6fac,1c,00000003e4aa6fac,00
2205,2205,0,00000003e4aa6fad,1c,00000003e4aa6fad,00
2206,2206,0,00000003e4aa6fae,1c,00000003e4aa6fae,00
2207,2207,0,00000003e4aa6faf,1c,00000003e4aa6faf,00
2208,2208,0,00000003e4aa6fb0,1e,00000003e4aa6fb0,0f
2209,2209,0,00000003e4aa6fb1,1d,00000003e4aa6fb1,10
2210,2210,0,00000003e4aa6fb2,1c,00000003e4aa6fb2,00
2211,2211,0,00000003e4aa6fb3,1c,00000003e4aa6fb3,00
2212,2212,0,00000003e4aa6fb4,1c,00000003e4aa6fb4,00
2213,2213,0,00000003e4aa6fb5,1c,00000003e4aa6fb5,00
2214,2214,0,00000003e4aa6fb6,1c,00000003e4aa6fb6,00
2215,2215,0,00000003e4aa6fb7,1c,00000003e4aa6fb7,00
2216,2216,0,00000003e4aa6fb8,1c,00000003e4aa6fb8,00
2217,2217,0,00000003e4aa6fb9,1c,00000003e4aa6fb9,00
2218,2218,0,00000003e4aa6fba,1c,00000003e4aa6fba,00
2219,2219,0,00000003e4aa6fbb,1c,00000003e4aa6fbb,00
2220,2220,0,00000003e4aa6fbc,1c,00000003e4aa6fbc,00
2221,2221,0,00000003e4aa6fbd,1c,00000003e4aa6fbd,00
2222,2222,0,00000003e4aa6fbe,1c,00000003e4aa6fbe,00
2223,2223,0,00000003e4aa6fbf,1c,00000003e4aa6fbf,00
2224,2224,0,00000003e4aa6fc0,1e,00000003e4aa6fc0,0f
2225,2225,0,00000003e4aa6fc1,1d,00000003e4aa6fc1,10
2226,2226,0,00000003e4aa6fc2,1c,00000003e4aa6fc2,00
2227,2227,0,00000003e4aa6fc3,1c,00000003e4aa6fc3,00
2228,2228,0,00000003e4aa6fc4,1c,00000003e4aa6fc4,00
2229,2229,0,00000003e4aa6fc5,1c,00000003e4aa6fc5,00
2230,2230,0,00000003e4aa6fc6,1c,00000003e4aa6fc6,00
2231,2231,0,00000003e4aa6fc7,1c,00000003e4aa6fc7,00
2232,2232,0,00000003e4aa6fc8,1c,00000003e4aa6fc8,00
2233,2233,0,00000003e4aa6fc9,1c,00000003e4aa6fc9,00
2234,2234,0,00000003e4aa6fca,1c,00000003e4aa6fca,00
2235,2235,0,00000003e4aa6fcb,1c,00000003e4aa6fcb,00
2236,2236,0,00000003e4aa6fcc,1c,00000003e4aa6fcc,00
2237,2237,0,00000003e4aa6fcd,1c,00000003e4aa6fcd,00
2238,2238,0,00000003e4aa6fce,1c,00000003e4aa6fce,00
2239,2239,0,00000003e4aa6fcf,1c,00000003e4aa6fcf,00
2240,2240,0,00000003e4aa6fd0,1e,00000003e4aa6fd0,0f
2241,2241,0,00000003e4aa6fd1,1d,00000003e4aa6fd1,10
2242,2242,0,00000003e4aa6fd2,1c,00000003e4aa6fd2,00
2243,2243,0,00000003e4aa6fd3,1c,00000003e4aa6fd3,00
2244,2244,0,00000003e4aa6fd4,1c,00000003e4aa6fd4,00
2245,2245,0,00000003e4aa6fd5,1c,00000003e4aa6fd5,00
2246,2246,0,00000003e4aa6fd6,1c,00000003e4aa6fd6,00
2247,2247,0,00000003e4aa6fd7,1c,00000003e4aa6fd7,00
2248,2248,0,00000003e4aa6fd8,1c,00000003e4aa6fd8,00
2249,2249,0,00000003e4aa6fd9,1c,00000003e4aa6fd9,00
2250,2250,0,00000003e4aa6fda,1c,00000003e4aa6fda,00
2251,2251,0,00000003e4aa6fdb,1c,00000003e4aa6fdb,00
2252,2252,0,00000003e4aa6fdc,1c,00000003e4aa6fdc,00
2253,2253,0,00000003e4aa6fdd,1c,00000003e4aa6fdd,00
2254,2254,0,00000003e4aa6fde,1c,00000003e4aa6fde,00
2255,2255,0,00000003e4aa6fdf,1c,00000003e4aa6fdf,00
2256,2256,0,00000003e4aa6fe0,1e,00000003e4aa6fe0,0f
2257,2257,0,00000003e4aa6fe1,1d,00000003e4aa6fe1,10
2258,2258,0,00000003e4aa6fe2,1c,00000003e4aa6fe2,00
2259,2259,0,00000003e4aa6fe3,1c,00000003e4aa6fe3,00
2260,2260,0,00000003e4aa6fe4,1c,00000003e4aa6fe4,00
2261,2261,0,00000003e4aa6fe5,1c,00000003e4aa6fe5,00
2262,2262,0,00000003e4aa6fe6,1c,00000003e4aa6fe6,00
2263,2263,0,00000003e4aa6fe7,1c,00000003e4aa6fe7,00
2264,2264,0,00000003e4aa6fe8,1c,00000003e4aa6fe8,00
2265,2265,0,00000003e4aa6fe9,1c,00000003e4aa6fe9,00
2266,2266,0,00000003e4aa6fea,1c,00000003e4aa6fea,00
2267,2267,0,00000003e4aa6feb,1c,00000003e4aa6feb,00
2268,2268,0,00000003e4aa6fec,1c,00000003e4aa6fec,00
2269,2269,0,00000003e4aa6fed,1c,00000003e4aa6fed,00
2270,2270,0,00000003e4aa6fee,1c,00000003e4aa6fee,00
2271,2271,0,00000003e4aa6fef,1c,00000003e4aa6fef,00
2272,2272,0,00000003e4aa6ff0,1e,00000003e4aa6ff0,0f
2273,2273,0,00000003e4aa6ff1,1d,00000003e4aa6ff1,10
2274,2274,0,00000003e4aa6ff2,1c,00000003e4aa6ff2,00
2275,2275,0,00000003e4aa6ff3,1c,00000003e4aa6ff3,00
2276,2276,0,00000003e4aa6ff4,1c,00000003e4aa6ff4,00
2277,2277,0,00000003e4aa6ff5,1c,00000003e4aa6ff5,00
2278,2278,0,00000003e4aa6ff6,1c,00000003e4aa6ff6,00
2279,2279,0,00000003e4aa6ff7,1c,00000003e4aa6ff7,00
2280,2280,0,00000003e4aa6ff8,1c,00000003e4aa6ff8,00
2281,2281,0,00000003e4aa6ff9,1c,00000003e4aa6ff9,00
2282,2282,0,00000003e4aa6ffa,1c,00000003e4aa6ffa,00
2283,2283,0,00000003e4aa6ffb,1c,00000003e4aa6ffb,00
2284,2284,0,00000003e4aa6ffc,1c,00000003e4aa6ffc,00
2285,2285,0,00000003e4aa6ffd,1c,00000003e4aa6ffd,00
2286,2286,0,00000003e4aa6ffe,1c,00000003e4aa6ffe,00
2287,2287,0,00000003e4aa6fff,1c,00000003e4aa6fff,00
2288,2288,0,00000003e4aa7000,1e,00000003e4aa7000,0f
2289,2289,0,00000003e4aa7001,1d,00000003e4aa7001,10
2290,2290,0,00000003e4aa7002,1c,00000003e4aa7002,00
2291,2291,0,00000003e4aa7003,1c,00000003e4aa7003,00
2292,2292,0,00000003e4aa7004,1c,00000003e4aa7004,00
2293,2293,0,00000003e4aa7005,1c,00000003e4aa7005,00
2294,2294,0,00000003e4aa7006,1c,00000003e4aa7006,00
2295,2295,0,00000003e4aa7007,1c,00000003e4aa7007,00
2296,2296,0,00000003e4aa7008,1c,00000003e4aa7008,00
2297,2297,0,00000003e4aa7009,1c,00000003e4aa7009,00
2298,2298,0,00000003e4aa700a,1c,00000003e4aa700a,00
2299,2299,0,00000003e4aa700b,1c,00000003e4aa700b,00
2300,2300,0,00000003e4aa700c,1c,00000003e4aa700c,00
2301,2301,0,00000003e4aa700d,1c,00000003e4aa700d,00
2302,2302,0,00000003e4aa700e,1c,00000003e4aa700e,00
2303,2303,0,00000003e4aa700f,1c,00000003e4aa700f,00
2304,2304,0,00000003e4aa7010,1e,00000003e4aa7010,0f
2305,2305,0,00000003e4aa7011,1d,00000003e4aa7011,10
2306,2306,0,00000003e4aa7012,1c,00000003e4aa7012,00
2307,2307,0,00000003e4aa7013,1c,00000003e4aa7013,00
2308,2308,0,00000003e4aa7014,1c,00000003e4aa7014,00
2309,2309,0,00000003e4aa7015,1c,00000003e4aa7015,00
2310,2310,0,00000003e4aa7016,1c,00000003e4aa7016,00
2311,2311,0,00000003e4aa7017,1c,00000003e4aa7017,00
2312,2312,0,00000003e4aa7018,1c,00000003e4aa7018,00
2313,2313,0,00000003e4aa7019,1c,00000003e4aa7019,00
2314,2314,0,00000003e4aa701a,1c,00000003e4aa701a,00
2315,2315,0,00000003e4aa701b,1c,00000003e4aa701b,00
2316,2316,0,00000003e4aa701c,1c,00000003e4aa701c,00
2317,2317,0,00000003e4aa701d,1c,00000003e4aa701d,00
2318,2318,0,00000003e4aa701e,1c,00000003e4aa701e,00
2319,2319,0,00000003e4aa701f,1c,00000003e4aa701f,00
2320,2320,0,00000003e4aa7020,1e,00000003e4aa7020,00
2321,2321,0,00000003e4aa7021,1d,00000003e4aa7021,10
2322,2322,0,00000003e4aa7022,1c,00000003e4aa7022,00
2323,2323,0,00000003e4aa7023,1c,00000003e4aa7023,00
2324,2324,0,00000003e4aa7024,1c,00000003e4aa7024,00
2325,2325,0,00000003e4aa7025,1c,00000003e4aa7025,00
2326,2326,0,00000003e4aa7026,1c,00000003e4aa7026,00
2327,2327,0,00000003e4aa7027,1c,00000003e4aa7027,00
2328,2328,0,00000003e4aa7028,1c,00000003e4aa7028,00
2329,2329,0,00000003e4aa7029,1c,00000003e4aa7029,00
2330,2330,0,00000003e4aa702a,1c,00000003e4aa702a,00
2331,2331,0,00000003e4aa702b,1c,00000003e4aa702b,00
2332,2332,0,00000003e4aa702c,1c,00000003e4aa702c,00
2333,2333,0,00000003e4aa702d,1c,00000003e4aa702d,00
2334,2334,0,00000003e4aa702e,1c,00000003e4aa702e,00
2335,2335,0,00000003e4aa702f,1c,00000003e4aa702f,00
2336,2336,0,00000003e4aa7030,1e,00000003e4aa7030,0f
2337,2337,0,00000003e4aa7031,1d,00000003e4aa7031,10
2338,2338,0,00000003e4aa7032,1c,00000003e4aa7032,00
2339,2339,0,00000003e4aa7033,1c,00000003e4aa7033,00
2340,2340,0,00000003e4aa7034,1c,00000003e4aa7034,00
2341,2341,0,00000003e4aa7035,1c,00000003e4aa7035,00
2342,2342,0,00000003e4aa7036,1c,00000003e4aa7036,00
2343,2343,0,00000003e4aa7037,1c,00000003e4aa7037,00
2344,2344,0,00000003e4aa7038,1c,00000003e4aa7038,00
2345,2345,0,00000003e4aa7039,1c,00000003e4aa7039,00
2346,2346,0,00000003e4aa703a,1c,00000003e4aa703a,00
2347,2347,0,00000003e4aa703b,1c,00000003e4aa703b,00
2348,2348,0,00000003e4aa703c,1c,00000003e4aa703c,00
2349,2349,0,00000003e4aa703d,1c,00000003e4aa703d,00
2350,2350,0,00000003e4aa703e,1c,00000003e4aa703e,00
2351,2351,0,00000003e4aa703f,1c,00000003e4aa703f,00
2352,2352,0,00000003e4aa7040,1e,00000003e4aa7040,0f
2353,2353,0,00000003e4aa7041,1d,00000003e4aa7041,10
2354,2354,0,00000003e4aa7042,1c,00000003e4aa7042,00
2355,2355,0,00000003e4aa7043,1c,00000003e4aa7043,00
2356,2356,0,00000003e4aa7044,1c,00000003e4aa7044,00
2357,2357,0,00000003e4aa7045,1c,00000003e4aa7045,00
2358,2358,0,00000003e4aa7046,1c,00000003e4aa7046,00
2359,2359,0,00000003e4aa7047,1c,00000003e4aa7047,00
2360,2360,0,00000003e4aa7048,1c,00000003e4aa7048,00
2361,2361,0,00000003e4aa7049,1c,00000003e4aa7049,00
2362,2362,0,00000003e4aa704a,1c,00000003e4aa704a,00
2363,2363,0,00000003e4aa704b,1c,00000003e4aa704b,00
2364,2364,0,00000003e4aa704c,1c,00000003e4aa704c,00
2365,2365,0,00000003e4aa704d,1c,00000003e4aa704d,00
2366,2366,0,00000003e4aa704e,1c,00000003e4aa704e,00
